r	g	b
172	130	22
172	131	25
172	133	28
170	131	26
155	118	11
157	119	12
171	130	22
176	134	24
174	131	19
177	131	19
179	131	20
179	131	20
179	131	20
179	131	20
179	131	20
178	130	19
178	130	19
179	131	21
178	130	20
179	131	21
180	132	24
177	129	21
175	126	21
176	127	22
174	125	22
170	121	18
171	122	19
167	119	19
170	127	25
171	133	32
153	119	19
145	113	12
156	121	21
165	121	24
171	121	26
172	118	22
174	120	24
169	119	20
165	117	17
163	118	17
166	118	20
167	114	18
166	112	16
157	111	17
161	110	18
160	105	14
160	101	11
159	102	12
160	107	15
158	107	15
157	108	16
157	107	18
153	105	20
146	101	16
138	100	17
136	101	20
133	96	18
130	91	16
133	91	19
136	102	13
147	111	25
149	109	24
156	111	28
161	113	29
156	106	17
155	105	10
158	110	12
152	107	6
152	108	11
147	102	11
151	103	18
159	107	24
157	100	19
156	98	16
164	103	20
154	105	13
155	105	16
155	105	16
155	105	20
154	103	20
152	101	20
146	97	18
140	94	16
141	103	22
128	96	13
121	91	5
125	93	8
136	100	14
148	103	18
154	102	18
155	97	15
154	99	16
155	100	17
156	101	18
155	101	15
155	101	15
155	101	15
156	102	16
155	101	15
110	125	132
114	129	136
113	128	135
114	129	136
111	126	131
112	127	132
113	128	133
119	134	139
114	129	134
113	131	135
111	129	133
111	129	133
118	136	140
118	136	140
114	132	136
114	132	136
114	134	133
121	136	143
121	133	145
117	135	139
114	137	131
114	133	129
121	134	140
122	134	146
113	127	136
113	133	131
113	147	123
59	120	61
16	110	13
6	114	0
22	116	4
39	114	19
29	123	11
26	120	8
21	118	5
24	121	8
27	124	11
28	125	12
28	126	13
26	125	9
31	128	13
31	128	13
30	127	12
29	123	9
33	127	13
28	121	6
39	132	17
37	127	13
37	130	16
27	120	5
34	124	10
45	132	17
46	129	15
37	120	6
32	119	4
42	135	20
30	127	11
37	134	19
35	123	13
32	111	4
43	116	11
50	121	17
44	120	12
40	119	10
24	119	0
40	111	15
92	131	84
139	154	151
127	136	145
124	135	121
139	142	89
159	136	60
189	141	59
167	110	23
159	109	12
167	122	19
175	122	26
179	120	30
176	123	27
167	126	18
177	130	24
176	129	23
176	129	21
176	128	18
177	129	18
179	131	20
181	133	22
181	133	22
181	135	24
177	133	24
177	135	27
173	132	24
168	130	23
172	136	26
176	140	30
168	134	24
161	122	17
165	127	20
178	137	31
176	135	27
178	136	26
182	139	27
179	136	23
182	136	24
182	135	21
181	134	20
181	134	20
184	134	21
186	136	25
183	133	22
180	130	19
180	129	20
176	131	16
179	134	19
182	136	24
181	135	24
179	132	24
176	132	25
173	130	25
169	128	23
172	133	28
165	128	22
158	121	14
162	124	17
174	133	25
174	132	22
173	129	20
179	133	22
177	129	19
177	129	19
177	129	19
178	130	20
177	129	19
177	129	19
178	130	20
178	130	20
179	131	23
181	133	25
177	129	21
173	124	19
174	125	20
172	123	20
171	122	19
174	125	22
167	117	18
166	121	20
162	123	22
158	124	24
144	112	13
144	108	11
164	121	26
169	120	25
172	119	25
171	118	22
165	115	18
163	115	17
165	117	19
166	116	21
164	111	19
161	106	15
155	104	12
160	107	15
157	104	12
156	101	10
160	105	14
160	107	15
156	105	13
157	106	15
156	106	17
151	104	16
150	104	18
143	101	17
140	99	17
146	105	25
147	106	27
138	96	20
134	98	2
145	106	11
151	108	16
154	107	17
154	103	14
152	98	8
158	105	13
159	110	18
155	109	21
153	108	25
148	105	26
145	101	26
136	88	14
138	86	10
157	102	22
160	104	21
155	104	13
155	106	14
155	105	16
155	105	18
156	106	21
155	103	20
149	98	17
139	92	12
140	97	18
139	104	22
128	98	12
118	91	4
128	96	9
143	103	18
150	102	18
156	101	19
154	99	16
155	100	17
157	102	19
156	102	16
155	101	15
155	101	15
156	102	14
156	102	14
110	125	132
112	127	134
107	122	129
112	127	134
111	126	131
115	130	135
111	126	131
112	130	134
108	126	130
115	133	137
116	134	138
114	132	136
116	134	138
115	133	137
113	131	135
115	134	138
121	141	140
122	136	145
117	129	141
114	132	136
116	137	132
116	135	131
120	130	139
116	125	140
119	132	141
113	132	130
107	141	116
49	110	50
16	111	11
12	120	1
26	120	10
41	115	20
28	122	10
27	121	9
27	124	11
28	125	12
29	126	13
29	126	13
29	128	12
33	132	16
25	124	8
31	128	13
31	128	13
35	129	15
28	122	8
36	131	15
35	128	13
34	127	12
28	120	9
37	130	16
37	130	15
37	127	13
38	125	10
41	124	10
44	128	14
37	125	12
40	135	19
25	119	5
29	118	8
45	127	19
47	122	17
43	116	9
41	119	10
38	120	10
36	131	15
40	105	21
115	143	105
130	140	139
115	136	139
118	158	132
104	143	80
112	116	31
183	148	56
179	126	32
149	103	5
151	111	13
166	121	28
169	118	26
173	125	23
170	133	18
172	125	19
173	126	20
174	127	19
177	129	19
179	131	21
181	133	22
183	135	24
184	136	26
180	134	23
176	129	21
178	134	27
182	140	32
176	135	27
167	129	20
169	131	20
174	138	26
159	124	22
158	121	17
170	133	27
174	136	29
174	133	25
178	136	24
181	135	23
181	136	21
182	135	21
185	135	22
185	135	22
185	135	22
184	134	23
180	129	20
179	128	19
179	131	21
179	134	19
180	134	22
181	133	22
179	131	21
180	132	24
178	131	25
173	129	24
168	125	21
167	128	23
170	133	27
164	127	21
158	121	15
164	126	19
173	132	26
175	133	25
176	132	25
177	129	19
177	129	19
177	129	19
177	129	19
177	129	19
177	129	19
177	129	19
177	129	19
176	128	20
178	130	22
177	128	23
174	125	20
175	126	21
173	124	21
171	122	19
173	124	21
173	124	22
164	119	18
158	116	16
160	125	25
156	122	24
147	111	15
154	115	20
162	118	23
169	120	27
167	117	22
166	113	19
166	113	19
167	114	20
164	111	19
160	106	16
159	105	15
161	106	15
163	110	18
159	106	14
154	103	11
158	107	15
159	108	16
157	106	14
158	107	16
157	108	16
151	104	14
150	103	15
146	98	13
140	94	9
145	100	17
150	108	26
146	105	23
135	98	10
141	99	13
152	105	23
152	101	20
153	98	18
161	104	25
154	99	19
135	83	7
128	82	7
127	84	15
117	78	9
106	67	0
104	62	0
125	80	0
153	106	18
153	104	11
156	105	13
157	106	14
156	107	15
156	106	17
156	106	19
156	104	21
151	98	18
143	95	13
144	99	18
141	103	20
134	102	17
125	95	9
126	94	9
138	100	17
148	103	20
149	101	19
152	100	16
153	101	17
154	102	18
154	102	16
153	101	15
153	101	15
154	103	14
153	102	13
104	119	126
112	127	134
110	125	132
117	132	137
111	126	131
114	129	134
107	125	129
113	131	135
115	133	137
114	132	136
115	133	137
116	134	138
113	132	136
115	134	138
117	136	140
115	134	138
115	133	133
122	135	144
120	132	146
118	136	140
118	139	132
117	136	132
123	133	142
122	129	145
123	135	147
115	134	130
108	142	115
43	108	44
18	113	13
15	123	4
24	116	7
31	105	10
26	120	8
25	119	7
27	121	9
27	124	11
30	127	14
30	128	15
26	125	9
28	127	11
31	130	14
22	121	5
32	129	14
26	123	8
26	120	6
34	128	14
27	122	6
39	132	17
37	126	16
34	128	16
27	124	9
34	129	13
40	129	13
40	124	10
45	128	14
38	125	12
30	123	8
37	130	16
37	127	14
39	121	11
44	122	13
41	119	10
34	118	7
33	121	9
36	118	18
63	118	50
130	150	123
128	134	134
122	149	140
107	166	120
45	113	28
74	116	8
131	130	21
180	157	53
155	131	31
131	109	10
148	115	18
162	118	19
171	124	18
166	127	10
173	126	22
174	127	21
175	128	20
178	130	22
178	130	20
178	130	20
178	130	20
179	131	21
180	133	25
177	130	22
177	133	26
180	138	30
176	134	24
166	126	15
164	124	13
167	130	16
169	135	35
153	119	19
155	120	18
167	130	24
177	136	28
180	138	28
180	134	22
178	131	17
183	133	18
185	135	20
185	135	22
183	133	20
180	130	19
178	127	18
177	129	21
180	132	24
182	136	24
178	132	21
176	128	18
177	129	21
179	130	25
177	128	25
174	127	23
171	128	24
163	121	19
165	128	24
167	130	26
160	123	19
156	119	15
166	127	22
176	135	30
173	130	26
179	131	21
179	131	21
178	130	20
177	129	19
178	130	20
177	129	19
176	128	18
176	128	20
176	128	20
175	127	19
174	125	20
172	123	18
172	123	20
172	123	20
172	123	20
173	124	21
174	125	23
167	119	19
160	116	17
156	116	18
165	127	30
159	123	27
142	106	10
149	109	14
160	116	21
165	116	21
168	115	21
167	112	19
165	108	18
161	106	16
159	105	17
159	108	19
168	109	19
165	110	19
158	107	15
151	105	11
155	106	13
158	107	15
160	107	15
158	107	15
151	102	10
153	103	14
155	105	16
157	105	19
153	101	17
143	95	10
141	96	11
146	106	19
136	100	24
129	90	15
138	94	21
147	97	24
152	98	26
158	102	28
148	94	22
130	82	10
113	70	2
100	61	0
86	48	0
98	60	0
129	89	17
147	105	21
152	107	14
156	108	8
158	105	13
157	106	14
157	106	15
156	106	17
155	105	18
155	103	19
153	101	18
149	98	17
144	97	17
135	94	12
138	102	18
136	104	19
122	90	5
123	88	4
137	99	16
141	100	18
152	100	16
153	101	17
153	101	17
153	101	15
153	101	15
153	102	13
153	102	13
152	101	12
106	121	128
112	127	134
108	123	128
117	132	137
112	127	132
117	132	137
109	127	131
114	132	136
117	135	139
112	130	134
111	129	133
112	131	135
114	133	137
118	137	141
118	137	141
115	134	138
115	133	133
124	137	146
125	137	151
121	139	143
116	137	130
115	132	126
122	131	140
124	131	147
113	123	135
112	131	127
114	149	119
43	108	42
15	110	8
11	119	0
26	118	9
41	112	18
31	125	13
27	121	9
28	122	10
26	123	10
32	129	16
34	133	17
27	126	10
28	127	11
28	127	11
25	124	8
39	136	21
25	122	7
30	127	12
36	130	16
33	128	12
30	125	9
35	124	16
33	127	15
31	130	14
33	130	15
35	128	13
36	123	8
42	125	11
44	128	14
39	127	14
35	125	12
35	123	11
36	120	9
38	117	8
41	123	13
35	125	12
24	119	3
33	97	21
99	141	95
131	144	135
134	134	142
121	143	130
80	140	80
40	125	21
49	123	0
77	121	0
139	158	50
131	143	43
111	113	16
132	112	17
159	117	19
169	120	18
166	117	14
171	124	20
172	125	19
176	127	22
179	131	23
180	132	22
179	131	21
180	132	22
181	133	23
178	131	23
177	130	22
176	132	25
177	133	24
175	133	23
174	132	20
173	133	20
171	131	18
166	133	36
160	128	29
152	118	18
159	122	18
170	129	23
174	132	22
179	133	21
180	133	19
184	134	19
186	136	21
185	135	22
182	132	19
182	132	21
180	132	24
180	132	24
182	133	28
179	133	22
178	132	21
176	128	20
177	126	19
179	128	23
176	127	24
174	126	24
173	128	25
169	127	25
165	128	24
169	131	30
166	131	29
160	122	21
160	121	20
168	126	24
171	129	27
178	130	22
179	131	23
177	129	21
176	128	18
177	129	19
176	128	18
174	126	18
175	127	19
179	131	23
174	126	18
173	124	19
173	124	19
172	123	20
174	125	22
177	128	25
175	126	23
168	120	18
167	119	17
163	117	19
157	113	16
160	120	25
160	124	28
145	110	16
142	108	11
149	109	13
160	114	20
168	113	22
166	107	17
163	103	15
162	105	18
162	108	22
160	110	23
167	106	17
163	106	16
156	107	14
151	107	12
151	105	11
156	107	14
159	106	14
155	104	12
155	106	14
155	106	14
156	105	16
159	103	16
158	102	15
148	96	10
141	97	8
142	105	14
136	109	28
129	98	18
127	90	10
140	97	18
149	100	21
149	98	17
148	99	20
145	99	24
127	87	17
109	71	8
120	81	24
140	101	42
143	102	36
141	95	18
148	98	11
162	111	19
157	104	12
157	104	12
156	105	13
156	105	14
154	104	15
152	102	15
152	102	17
150	102	18
145	98	16
140	95	14
143	102	20
143	106	25
129	94	12
120	88	5
127	95	12
134	102	19
151	101	16
152	102	17
153	101	17
153	101	15
152	100	14
152	101	12
152	101	12
151	100	11
105	120	125
112	127	132
107	122	127
115	130	135
107	122	127
112	130	134
108	126	130
117	135	139
109	127	131
114	132	136
111	130	134
111	130	134
116	135	139
115	134	138
114	133	137
121	140	144
116	135	133
120	133	142
115	127	141
113	131	135
114	135	128
117	134	128
122	131	140
120	125	144
120	130	142
112	131	127
106	141	111
33	98	32
12	107	5
15	123	4
30	122	13
42	113	19
29	123	11
29	123	11
31	125	13
24	121	8
25	122	9
26	125	9
24	123	7
31	130	14
28	127	11
29	128	12
22	121	5
35	132	17
31	128	13
28	122	8
30	124	10
29	124	8
37	126	18
29	123	13
30	128	15
30	129	13
35	130	14
43	130	15
40	123	9
41	124	10
33	121	8
34	124	11
35	123	11
38	122	11
38	120	10
32	118	7
28	121	6
27	126	9
62	112	53
113	146	119
126	135	142
136	133	150
131	144	134
59	114	49
31	119	7
35	128	0
51	126	0
64	117	9
66	106	10
86	105	13
122	112	17
149	109	14
165	110	17
173	116	26
169	122	18
170	123	17
173	124	19
175	127	19
176	128	18
175	127	17
175	127	17
176	128	20
176	129	21
176	129	23
180	133	27
178	134	25
174	130	21
175	133	21
174	133	19
167	126	12
159	129	31
168	135	38
153	119	19
147	112	8
161	123	16
171	129	19
179	133	21
179	132	18
179	129	14
182	131	16
182	131	16
180	130	17
181	130	21
180	132	24
179	130	25
178	129	24
173	127	16
179	132	24
179	131	23
176	125	20
177	126	21
180	128	26
176	127	25
169	124	23
166	124	22
162	123	22
162	124	23
166	131	29
166	128	27
153	115	14
155	116	15
174	132	32
175	127	19
176	128	20
175	127	19
174	126	18
176	128	20
175	127	19
173	125	17
174	126	18
174	126	18
169	121	13
172	123	18
175	126	21
172	123	20
174	125	22
174	125	22
168	119	16
164	116	14
166	118	16
166	118	20
163	117	21
154	111	17
153	117	23
158	125	30
145	112	15
142	103	8
157	111	17
165	110	19
162	101	12
162	100	13
165	108	21
165	111	25
159	109	24
165	101	13
159	102	12
157	108	15
154	111	16
153	109	14
158	109	16
161	108	16
153	102	10
155	106	14
152	103	11
154	103	12
159	102	13
158	101	14
159	105	17
152	107	16
137	101	7
128	109	15
136	113	20
122	93	1
126	90	0
141	98	4
147	102	9
149	103	15
133	91	7
109	69	0
110	72	9
118	79	24
119	78	24
116	71	14
109	60	0
114	61	0
145	88	7
156	103	9
155	102	10
156	103	11
155	104	13
153	103	14
151	101	14
152	102	17
152	104	20
149	101	19
146	101	20
139	97	15
137	99	18
140	103	22
130	98	15
122	91	8
125	97	13
151	101	16
152	102	17
153	103	18
152	102	15
151	99	13
151	100	11
151	100	11
151	100	9
105	118	126
111	124	132
109	122	130
114	127	135
111	126	133
109	124	131
113	128	133
116	131	136
118	133	138
118	133	138
115	130	133
116	131	134
117	131	134
118	132	135
121	135	138
121	135	138
115	134	140
114	138	140
118	142	142
116	135	133
115	133	133
115	139	143
108	135	144
117	135	149
124	131	141
118	131	122
106	147	105
26	100	21
19	112	5
21	116	0
32	118	9
36	114	15
30	122	11
30	122	11
28	122	10
29	123	11
28	125	10
28	125	10
27	126	10
29	128	12
26	125	9
30	129	13
36	135	19
32	131	15
30	127	14
28	125	12
31	128	15
29	126	13
20	130	15
32	127	7
41	122	4
42	124	14
34	126	19
29	122	8
38	124	0
44	128	4
33	123	10
29	121	20
37	122	19
48	125	13
40	115	0
46	126	11
33	117	6
28	111	5
84	120	74
118	134	124
137	143	157
115	143	131
76	145	78
26	122	14
37	130	15
46	123	17
45	123	14
32	127	11
32	135	18
44	123	16
76	107	13
123	108	17
151	110	18
164	115	22
170	114	21
166	121	20
160	127	14
165	130	14
178	131	17
186	130	21
181	127	21
173	126	22
174	133	28
175	131	26
180	129	22
181	129	20
180	129	20
175	128	22
175	127	25
177	127	28
175	123	14
170	123	19
169	131	34
152	123	31
141	116	24
156	127	35
168	134	36
174	131	26
178	130	20
179	127	15
179	127	15
178	127	18
177	129	21
179	130	25
180	131	26
178	127	20
175	129	18
178	132	21
178	132	21
174	128	17
173	127	16
177	131	20
177	130	22
171	127	18
172	128	21
170	127	22
163	122	17
163	124	21
169	131	30
155	120	20
147	113	15
159	125	27
172	124	22
170	122	20
177	128	26
176	124	23
177	124	22
179	126	24
174	119	18
174	119	18
180	125	24
177	122	21
176	123	21
175	122	20
174	122	20
173	124	21
172	125	21
171	124	20
172	118	12
170	117	11
169	117	15
165	117	17
160	114	18
155	112	18
156	115	25
161	120	32
143	101	15
143	101	15
154	110	23
158	112	24
160	113	21
158	112	18
153	104	9
159	111	13
151	112	19
150	109	17
150	107	15
153	107	19
157	107	20
157	105	19
157	103	17
156	100	15
154	98	13
156	100	15
155	101	15
154	102	16
153	106	16
151	106	15
146	103	11
143	100	8
142	99	4
143	102	10
137	102	12
126	95	5
119	92	3
130	103	14
132	102	14
113	76	0
98	54	0
116	65	0
133	77	20
139	84	27
122	71	8
100	56	0
119	81	0
137	104	11
154	107	19
153	106	18
155	105	20
156	104	20
155	103	19
155	100	17
155	101	15
156	102	14
155	104	13
151	102	10
146	99	7
143	99	10
144	104	17
142	104	21
133	96	16
121	85	7
140	97	18
140	97	18
144	99	18
147	100	18
149	101	19
151	100	17
152	100	16
154	100	14
113	126	134
110	123	131
112	125	133
108	121	129
113	128	135
112	127	134
115	130	135
117	132	137
114	129	134
111	126	131
114	129	132
114	129	132
117	131	134
121	135	138
117	131	134
118	132	135
113	132	138
115	136	139
119	141	139
116	135	133
113	131	131
111	135	139
106	133	142
116	134	148
119	126	136
119	132	123
96	137	95
24	99	17
29	123	13
23	118	2
26	112	3
30	110	11
31	123	12
31	123	12
30	124	12
30	124	10
29	126	11
29	126	11
30	129	13
33	132	16
28	127	11
30	129	13
27	126	10
30	129	13
24	121	6
32	129	16
29	126	13
29	126	13
17	126	11
34	129	13
43	126	10
39	123	11
31	123	12
37	130	15
44	132	10
34	119	0
42	130	20
33	121	17
35	118	12
38	117	2
45	124	7
32	112	1
35	113	11
41	115	18
117	140	111
121	138	128
117	137	136
111	151	124
39	109	36
26	113	6
41	131	18
35	118	10
44	127	19
37	130	15
32	129	13
42	124	14
66	115	10
98	108	9
132	109	15
149	110	19
168	112	19
166	118	18
163	125	16
165	128	14
172	129	16
178	127	18
177	126	21
176	127	24
178	130	28
177	128	25
178	127	22
178	127	18
176	130	19
174	130	23
176	128	26
176	126	27
171	120	13
